,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
3214,ts215012,Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,23,animation,US,3.0,tt10482560,8.3,5618.0,24.191,8.4
3216,ts103329,Ghost in the Shell: SAC_2045,SHOW,2020,TV-14,25,action,JP,2.0,tt9466298,6.2,2397.0,11.482,6.5
3218,ts215683,The Untamed,SHOW,2019,TV-14,44,drama,CN,1.0,tt10554898,8.8,6181.0,30.895,8.5
3220,ts236531,Too Hot to Handle,SHOW,2020,TV-MA,42,reality,US,3.0,tt12004280,4.6,12230.0,20.633,6.8
3224,ts80709,Another Life,SHOW,2019,TV-MA,42,thriller,US,2.0,tt8369840,5.2,35536.0,56.037,6.1
3225,ts256007,Love & Anarchy,SHOW,2020,TV-MA,31,romance,SE,2.0,tt10888876,7.4,7896.0,13.59,7.3
3226,ts86908,L.A.'s Finest,SHOW,2019,TV-14,47,drama,US,2.0,tt7555294,6.1,7000.0,21.788,7.3
3227,ts105441,Greatest Events of WWII in Colour,SHOW,2019,Not Available,50,war,GB,1.0,tt9103932,8.7,8622.0,7.929,8.6
3228,ts227305,Tiger King,SHOW,2020,TV-MA,44,crime,US,2.0,tt11823076,7.5,77790.0,9.63,7.0
3230,ts88469,Undercover,SHOW,2019,TV-MA,49,thriller,BE,3.0,tt7263154,7.8,17005.0,17.659,8.0
3236,ts284800,Criminal: UK,SHOW,2019,TV-MA,44,crime,GB,2.0,tt9860676,7.6,18213.0,12.302,7.429
3239,ts88262,Traitors,SHOW,2019,TV-MA,51,drama,GB,1.0,tt7371896,6.6,3130.0,4.526,6.8
3240,ts286390,Merli: Dare to Know,SHOW,2019,TV-MA,48,comedy,ES,2.0,tt9415632,7.6,1868.0,52.228,8.4
3241,ts224907,Backstreet Rookie,SHOW,2020,TV-14,62,drama,KR,1.0,tt12516712,7.4,2216.0,29.819,7.5
3242,ts161737,Dare Me,SHOW,2019,TV-MA,43,crime,US,1.0,tt2983222,6.6,5254.0,15.001,7.9
3243,ts225867,The English Game,SHOW,2020,TV-14,48,drama,GB,1.0,,,,13.746,7.7
3244,ts187541,Hotel Del Luna,SHOW,2019,TV-14,80,romance,KR,1.0,tt10220588,8.2,8405.0,32.042,8.7
3247,ts88283,Wu Assassins,SHOW,2019,TV-MA,44,crime,US,1.0,tt8652642,6.4,12921.0,15.475,7.3
3250,ts215341,The Gentlemen's League,SHOW,2019,TV-G,98,reality,KR,2.0,,,,10.495,8.0
3252,ts105047,To the Lake,SHOW,2019,TV-MA,51,drama,RU,2.0,tt9151230,7.2,12713.0,13.757,7.5
3255,ts215691,Teenage Bounty Hunters,SHOW,2020,TV-MA,49,comedy,US,1.0,tt10584608,7.6,11426.0,16.492,7.9
3257,ts90729,Away,SHOW,2020,TV-14,50,romance,US,1.0,tt8787802,6.6,23787.0,16.426,6.8
3260,ts242820,Floor is Lava,SHOW,2020,TV-Y7,31,reality,US,2.0,tt12370124,5.3,2429.0,9.617,7.8
3261,ts288350,Julie and the Phantoms,SHOW,2020,TV-G,2,scifi,US,1.0,tt14337216,8.4,9725.0,13.926,8.584
3264,ts89744,How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,romance,DE,3.0,tt9184994,7.9,31516.0,26.381,8.3
3265,ts82361,Ultraman,SHOW,2019,TV-14,24,scifi,JP,3.0,tt8699270,6.8,2089.0,30.084,7.1
3268,ts250801,Dark Desire,SHOW,2020,TV-MA,34,drama,MX,2.0,tt12540080,6.5,7420.0,122.06,7.3
3270,ts223986,The Circle,SHOW,2020,TV-MA,52,reality,US,5.0,tt9581768,7.2,6901.0,7.905,7.7
3272,ts216522,BEASTARS,SHOW,2019,TV-MA,23,animation,JP,2.0,tt11043632,7.7,9782.0,66.572,8.7
3273,ts82851,Messiah,SHOW,2020,TV-MA,45,thriller,US,1.0,tt7671598,7.6,42667.0,19.659,7.4
3275,ts252758,Get Organized with The Home Edit,SHOW,2020,TV-PG,42,reality,US,2.0,tt10834478,5.4,1506.0,6.857,6.7
3276,ts84993,Daybreak,SHOW,2019,TV-MA,47,fantasy,US,1.0,tt12374132,6.6,19654.0,18.304,7.3
3277,ts224859,The Pharmacist,SHOW,2020,TV-MA,54,documentation,US,1.0,tt11600174,7.7,7261.0,3.063,8.4
3281,ts255427,Blood of Zeus,SHOW,2020,TV-MA,31,animation,US,1.0,,,,27.566,8.1
3282,ts269690,Schulz Saves America,SHOW,2020,TV-MA,17,comedy,US,1.0,tt13607518,7.3,1086.0,1.4,7.3
3285,ts88699,Northern Rescue,SHOW,2019,TV-14,44,drama,CA,1.0,tt8462412,6.9,4202.0,9.477,7.0
3286,ts223240,Itaewon Class,SHOW,2020,TV-MA,70,romance,KR,1.0,tt11239552,8.2,12780.0,36.591,8.5
3293,ts88151,Quicksand,SHOW,2019,TV-MA,46,thriller,SE,1.0,tt8686106,7.5,21276.0,16.469,7.3
3299,ts225101,Start-Up,SHOW,2020,TV-14,80,drama,KR,1.0,tt12867810,8.1,9697.0,32.075,8.4
3300,ts79695,Sintonia,SHOW,2019,TV-MA,44,crime,BR,3.0,tt8165086,6.6,1172.0,42.611,8.2
3302,ts223404,It's Okay to Not Be Okay,SHOW,2020,TV-MA,76,drama,KR,1.0,tt12451520,8.6,22346.0,50.095,8.6
3303,ts89075,Her Private Life,SHOW,2019,TV-14,75,romance,KR,2.0,tt9899340,7.7,3826.0,14.707,7.933
3304,ts268799,Equinox,SHOW,2020,Not Available,46,scifi,DK,1.0,,,,15.497,7.4
3305,ts237499,The Woods,SHOW,2020,TV-MA,51,drama,PL,1.0,,,,6.208,7.1
3307,ts236747,Middleditch & Schwartz,SHOW,2020,TV-MA,51,comedy,US,1.0,tt12027034,8.6,5310.0,2.329,8.0
3310,ts90019,Bonding,SHOW,2019,TV-MA,17,comedy,US,2.0,tt7718088,7.1,16027.0,19.49,7.4
3313,ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,TV-MA,59,documentation,US,1.0,tt8463172,7.8,27439.0,14.137,7.6
3317,ts250912,Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,crime,US,1.0,tt12588372,7.1,7354.0,10.282,6.9
3318,ts219162,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,53,documentation,US,1.0,tt10837476,7.9,10892.0,6.426,7.5
3321,ts268560,The Uncanny Counter,SHOW,2020,TV-14,64,horror,KR,1.0,tt13273826,8.1,6033.0,28.255,8.8
3322,ts306090,GREAT PRETENDER,SHOW,2020,TV-MA,23,action,JP,1.0,tt11680468,7.9,4902.0,13.641,7.6
3327,ts105542,The Baker and the Beauty,SHOW,2020,TV-14,32,drama,US,1.0,tt9164986,7.3,4270.0,8.545,8.1
3328,ts83107,V Wars,SHOW,2019,TV-MA,42,scifi,US,1.0,tt7403736,6.0,13745.0,19.7,7.7
3329,ts251782,High Score,SHOW,2020,TV-14,42,documentation,US,1.0,tt12759400,7.4,7912.0,13.282,7.6
3332,ts88721,Special,SHOW,2019,TV-MA,22,comedy,US,2.0,tt9381622,7.6,9434.0,6.88,6.7
3333,ts89347,Street Food,SHOW,2019,TV-G,31,documentation,US,2.0,tt10050778,7.9,2760.0,4.101,7.9
3334,ts236091,Oh My Baby,SHOW,2020,TV-14,68,romance,KR,1.0,tt12324660,7.2,213.0,4.131,7.0
3337,ts89747,High Seas,SHOW,2019,TV-MA,42,comedy,ES,4.0,tt8961508,6.8,7359.0,20.911,7.0
3338,ts81646,Chambers,SHOW,2019,TV-MA,44,thriller,US,1.0,tt7949204,6.4,8455.0,13.586,6.8
3340,ts108392,The Letter for the King,SHOW,2020,TV-PG,47,family,GB,1.0,tt8741648,5.9,7468.0,8.039,7.1
3341,ts236685,Lies and Deceit,SHOW,2020,Not Available,49,thriller,ES,1.0,,,,5.086,5.2
3342,ts227385,Transformers: War for Cybertron: Siege,SHOW,2020,TV-14,19,scifi,US,3.0,,,,30.394,7.6
3344,ts222455,The Devil Next Door,SHOW,2019,TV-MA,46,history,US,1.0,tt11165002,7.6,13370.0,6.571,7.2
3347,ts106536,White Lines,SHOW,2020,TV-MA,55,drama,GB,1.0,tt9073958,6.6,16768.0,14.393,6.8
3349,ts84586,Spinning Out,SHOW,2020,TV-MA,49,sport,US,1.0,tt9117054,7.6,14066.0,14.067,8.1
3350,ts89251,Tales of the City,SHOW,2019,TV-MA,56,drama,US,1.0,tt7087260,7.4,7930.0,10.445,7.5
3351,ts90937,Stateless,SHOW,2020,TV-14,53,drama,AU,1.0,tt4878488,7.5,9327.0,8.085,6.8
3352,ts86978,Power Rangers Beast Morphers,SHOW,2019,TV-Y7,22,comedy,ES,2.0,tt8022978,6.5,602.0,1.802,9.7
3355,ts87471,Darwin's Game,SHOW,2020,TV-14,25,drama,JP,1.0,tt11405390,7.2,2440.0,14.208,7.86
3357,ts86946,Osmosis,SHOW,2019,TV-MA,42,drama,FR,1.0,tt7043380,5.7,3041.0,8.783,5.9
3358,ts86726,Tidying Up with Marie Kondo,SHOW,2019,TV-PG,40,reality,US,1.0,tt8115560,6.6,3568.0,4.47,6.8
3367,ts243036,Selena: The Series,SHOW,2020,TV-PG,38,music,US,2.0,tt9421868,6.9,4505.0,45.91,7.5
3369,ts271247,LEGO City Adventures,SHOW,2019,TV-Y7,13,comedy,US,4.0,tt10332322,6.7,194.0,7.24,7.4
3370,ts255926,Dash & Lily,SHOW,2020,TV-14,25,drama,US,1.0,tt1758589,7.5,16978.0,16.738,8.2
3372,ts76382,Carmen Sandiego,SHOW,2019,TV-Y7,25,action,US,4.0,tt7042146,7.9,5744.0,16.916,8.1
3373,ts89282,Toy Boy,SHOW,2019,TV-MA,61,action,ES,2.0,tt8693266,6.5,7526.0,23.996,7.7
3377,ts321758,Vagabond,SHOW,2019,TV-MA,63,thriller,KR,1.0,tt8523042,8.2,7982.0,29.264,8.475
3382,ts256309,Aunty Donna's Big Ol House of Fun,SHOW,2020,TV-MA,20,comedy,AU,1.0,tt13316746,7.9,6318.0,4.316,7.5
3383,ts219080,Caliphate,SHOW,2020,TV-MA,48,war,SE,1.0,tt11398870,8.2,18134.0,12.662,7.3
3384,ts256764,Heaven Official's Blessing,SHOW,2020,TV-14,24,animation,US,1.0,tt13375866,8.2,1475.0,7.437,8.6
3386,ts251157,Wizards: Tales of Arcadia,SHOW,2020,TV-Y7,24,comedy,US,1.0,,,,27.027,8.303
3389,ts223308,Astronomy Club: The Sketch Show,SHOW,2019,TV-MA,20,comedy,US,1.0,tt10675488,6.9,598.0,1.4,7.2
3393,ts215178,Grand Army,SHOW,2020,TV-MA,52,drama,US,1.0,tt10473150,7.4,6723.0,9.697,8.0
3394,ts213820,Next in Fashion,SHOW,2020,TV-14,50,reality,US,1.0,tt10394770,7.3,3646.0,4.72,8.0
3395,ts89326,Persona,SHOW,2019,TV-MA,22,drama,KR,2.0,tt10027990,6.6,1196.0,5.056,6.5
3396,ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,crime,US,1.0,tt11475228,7.4,16934.0,7.173,7.4
3402,ts192440,Garth Brooks: The Road I'm On,SHOW,2019,TV-PG,86,reality,US,1.0,tt10095402,7.4,287.0,0.699,10.0
3403,ts225912,Biohackers,SHOW,2020,TV-MA,42,drama,DE,2.0,tt9849210,6.8,9577.0,11.461,7.5
3404,ts93066,The I-Land,SHOW,2019,TV-MA,40,reality,US,1.0,tt9067020,4.6,16918.0,16.064,5.66
3406,ts219561,"The Mind, Explained",SHOW,2019,TV-14,22,documentation,US,2.0,tt10810430,8.0,5312.0,9.751,7.8
3408,ts85480,Carole & Tuesday,SHOW,2019,TV-PG,24,music,JP,1.0,tt8107988,7.8,2038.0,9.913,7.4
3409,ts89958,Arthdal Chronicles,SHOW,2019,Not Available,80,fantasy,KR,3.0,tt8750956,8.3,4351.0,16.156,8.114
3410,ts88485,Green Eggs and Ham,SHOW,2019,TV-Y7,28,animation,US,2.0,tt4651448,8.1,2631.0,13.878,8.6
3411,ts252856,Challenger: The Final Flight,SHOW,2020,TV-14,45,history,US,1.0,tt12930534,7.8,6927.0,14.707,7.1
3414,ts225787,Unabomber: In His Own Words,SHOW,2020,TV-MA,44,documentation,US,1.0,tt11833494,7.2,3446.0,4.465,7.4
3415,ts254592,Song Exploder,SHOW,2020,TV-MA,25,music,US,2.0,tt13110256,7.4,776.0,1.366,8.0
3416,ts218500,Dragons: Rescue Riders,SHOW,2019,TV-Y,24,action,US,2.0,tt10687134,5.9,314.0,10.237,7.0
3418,ts224796,The Ghost Bride,SHOW,2020,TV-14,51,drama,MY,1.0,tt9690302,6.2,739.0,7.036,7.0
3421,ts251420,Hoops,SHOW,2020,Not Available,26,comedy,US,1.0,,,,7.627,7.226
3425,ts87473,7SEEDS,SHOW,2019,TV-MA,25,drama,JP,2.0,tt9348718,6.3,1420.0,32.402,8.0
3426,ts89881,Mr. Iglesias,SHOW,2019,TV-14,29,comedy,US,3.0,tt8403536,7.1,6857.0,7.974,7.7
3427,ts251654,Paranormal,SHOW,2020,TV-14,51,scifi,EG,1.0,,,,9.125,7.3
3428,ts237751,Gameboys,SHOW,2020,TV-14,27,drama,PH,2.0,tt12508898,8.4,1118.0,8.164,8.5
3429,ts104449,The Liberator,SHOW,2020,TV-MA,49,animation,US,1.0,tt9308682,7.5,6128.0,19.173,7.1
3432,ts251067,The Baby-Sitters Club,SHOW,2020,TV-G,27,family,US,2.0,tt8690518,7.3,3966.0,29.598,8.0
3433,ts225328,Get Even,SHOW,2020,TV-PG,27,drama,GB,1.0,,,,20.057,7.9
3434,ts223344,The Gift,SHOW,2019,TV-MA,43,drama,TR,3.0,tt10075318,7.0,21802.0,16.327,7.7
3435,ts214861,Prank Encounters,SHOW,2019,TV-MA,23,reality,US,2.0,tt10487072,5.2,2728.0,15.251,7.3
3437,ts93054,Trinkets,SHOW,2019,TV-MA,26,comedy,US,2.0,tt9134194,7.0,10725.0,17.648,8.089
3442,ts237513,Ju-On: Origins,SHOW,2020,TV-MA,29,horror,JP,1.0,tt12313914,6.1,4546.0,20.607,6.8
3443,ts87986,Dolly Parton's Heartstrings,SHOW,2019,TV-14,66,comedy,US,1.0,tt8509922,7.6,2107.0,4.747,7.3
3444,ts252098,The Duchess,SHOW,2020,TV-MA,24,comedy,GB,1.0,,,,5.557,7.1
3445,ts93611,October Faction,SHOW,2020,TV-MA,41,drama,US,1.0,tt8826128,6.1,10961.0,8.382,6.8
3446,ts85619,Hache,SHOW,2019,TV-MA,45,crime,ES,2.0,tt8575476,6.5,1638.0,14.23,6.6
3450,ts100359,Medical Police,SHOW,2020,TV-MA,24,comedy,US,1.0,tt9850952,5.9,4203.0,9.85,6.7
3451,ts235862,My Unfamiliar Family,SHOW,2020,TV-14,73,drama,KR,1.0,tt12458252,7.8,109.0,15.464,8.0
3452,ts105608,Puerta 7,SHOW,2020,TV-MA,41,crime,AR,1.0,tt9170386,5.6,560.0,6.19,7.1
3453,ts93482,The Last Kids on Earth,SHOW,2019,Not Available,35,comedy,US,4.0,tt8914012,7.2,1358.0,13.206,8.4
3455,ts103360,The Barrier,SHOW,2020,TV-MA,53,thriller,ES,1.0,tt9460858,6.8,3506.0,21.052,7.1
3456,ts236501,Valeria,SHOW,2020,TV-MA,41,drama,ES,2.0,tt9731288,6.5,5701.0,24.53,7.5
3457,ts256784,Trash Truck,SHOW,2020,TV-Y,14,animation,US,2.0,,,,6.731,7.8
3462,ts106126,The Bonfire of Destiny,SHOW,2019,TV-MA,50,history,FR,1.0,tt9050352,7.6,4560.0,10.26,7.4
3464,ts190462,Gentefied,SHOW,2020,TV-MA,30,comedy,US,2.0,tt10037034,7.3,2697.0,3.205,7.8
3466,ts225430,Mystic Pop-up Bar,SHOW,2020,Not Available,70,drama,KR,1.0,tt12246190,8.0,2073.0,7.735,8.286
3467,ts218888,BNA,SHOW,2020,TV-14,24,fantasy,JP,1.0,tt12013558,7.2,2605.0,18.263,8.4
3469,ts88352,Designated Survivor: 60 Days,SHOW,2019,Not Available,74,thriller,KR,1.0,tt10340990,8.1,1274.0,7.252,8.4
3471,ts237096,Trial by Media,SHOW,2020,TV-MA,62,crime,US,1.0,tt11963042,7.1,3172.0,2.792,7.3
3472,ts83810,Cannon Busters,SHOW,2019,TV-MA,24,fantasy,FR,1.0,tt5066664,6.6,1200.0,4.263,6.4
3475,ts254537,"Good Morning, Verônica",SHOW,2020,TV-MA,45,thriller,BR,2.0,tt12987918,7.5,3673.0,13.922,7.4
3476,ts86413,AJ and the Queen,SHOW,2020,TV-14,51,drama,US,1.0,tt8404094,7.4,8129.0,10.486,7.7
3477,ts252341,Chef's Table: BBQ,SHOW,2020,TV-14,44,documentation,US,1.0,tt12917170,7.8,1006.0,3.433,7.9
3478,ts90413,Gigantosaurus,SHOW,2019,TV-G,13,animation,FR,3.0,tt9636800,6.4,173.0,10.686,7.0
3479,ts275111,Rainbow High,SHOW,2020,TV-Y,6,animation,US,3.0,tt13488080,5.8,141.0,2.632,9.8
3480,ts87008,Turn Up Charlie,SHOW,2019,TV-MA,27,drama,GB,1.0,tt8304498,7.0,7431.0,5.235,7.2
3486,ts254045,Sneakerheads,SHOW,2020,Not Available,30,comedy,US,1.0,,,,8.927,7.5
3487,ts225716,Family Business,SHOW,2019,TV-MA,33,comedy,FR,3.0,tt10423460,7.4,4051.0,12.624,7.3
3488,ts88312,The Eddy,SHOW,2020,TV-MA,58,drama,US,1.0,tt7322210,7.1,2926.0,8.046,6.6
3489,ts222917,Kevin Hart: Don't F**k This Up,SHOW,2019,TV-MA,32,documentation,US,1.0,tt11313054,6.4,2020.0,1.443,6.2
3493,ts101408,The Mess You Leave Behind,SHOW,2020,TV-MA,45,drama,ES,1.0,tt9731242,6.7,9053.0,27.981,6.916
3494,ts189629,"Nisman. The Prosecutor, the President and the Spy",SHOW,2019,Not Available,62,documentation,AR,1.0,tt10291112,7.6,581.0,1.923,6.6
3495,ts215378,Love 101,SHOW,2020,TV-14,46,drama,TR,2.0,tt10516352,7.5,14206.0,14.642,8.1
3499,ts223126,The Confession Killer,SHOW,2019,TV-14,48,crime,US,1.0,tt11307176,7.4,8984.0,4.44,7.3
3500,ts90621,Kota Factory,SHOW,2019,TV-MA,39,drama,IN,2.0,tt9432978,9.1,69316.0,9.584,8.3
3502,ts223077,Broken,SHOW,2019,Not Available,60,documentation,US,1.0,,,,2.361,7.3
3505,ts357033,A Love So Beautiful,SHOW,2020,Not Available,23,comedy,KR,1.0,,,,73.064,8.4
3506,ts236725,Lenox Hill,SHOW,2020,TV-MA,48,documentation,US,1.0,tt12190580,8.6,2311.0,6.268,6.8
3508,ts255880,Dream Home Makeover,SHOW,2020,TV-G,27,reality,US,3.0,tt13161310,5.6,1101.0,8.584,7.6
3509,ts113637,The Alcàsser Murders,SHOW,2019,TV-MA,61,crime,ES,1.0,tt8035424,7.1,2127.0,7.573,7.4
3512,ts89119,The Disappearance of Madeleine McCann,SHOW,2019,TV-14,55,crime,GB,1.0,tt9879074,6.6,10691.0,6.571,6.8
3513,ts251617,Connected,SHOW,2020,TV-14,44,comedy,US,1.0,tt12753692,7.5,1724.0,4.812,8.2
3514,ts103890,The InBESTigators,SHOW,2019,Not Available,19,crime,AU,2.0,tt9332962,8.1,804.0,7.564,8.8
3517,ts225460,Freud,SHOW,2020,TV-MA,53,drama,DE,1.0,,,,11.518,7.4
3519,ts277126,Black Space,SHOW,2020,TV-MA,46,crime,IL,2.0,tt13660638,6.7,1834.0,4.268,7.3
3520,ts110703,Interior Design Masters,SHOW,2019,Not Available,54,reality,GB,3.0,tt8367694,6.4,1420.0,3.167,6.9
3521,ts84129,No Good Nick,SHOW,2019,TV-PG,29,drama,US,2.0,tt9039142,5.9,2920.0,11.386,7.1
3523,ts237104,History 101,SHOW,2020,TV-PG,22,history,GB,2.0,tt11958648,6.8,4100.0,7.172,7.0
3529,ts89583,Trailer Park Boys: The Animated Series,SHOW,2019,TV-MA,25,comedy,CA,2.0,tt9814900,7.5,2983.0,12.449,7.3
3530,ts238242,The Great Heist,SHOW,2020,TV-MA,42,drama,CO,1.0,tt12624844,7.3,2561.0,22.871,7.3
3537,ts236051,The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,TV-MA,30,documentation,ES,3.0,tt12048124,7.4,765.0,3.051,7.1
3543,ts223238,My Holo Love,SHOW,2020,TV-14,53,drama,KR,1.0,tt11058644,7.6,2511.0,24.845,8.6
3544,ts88296,Ares,SHOW,2020,TV-MA,29,drama,NL,1.0,tt8404520,5.7,4389.0,7.928,6.9
3545,ts86744,Romance Is a Bonus Book,SHOW,2019,Not Available,63,romance,KR,1.0,tt9130542,8.0,5278.0,15.982,8.076
3546,ts106141,The Chosen One,SHOW,2019,TV-MA,44,thriller,BR,2.0,tt9048368,5.7,701.0,7.873,8.2
3550,ts189422,Home for Christmas,SHOW,2019,TV-MA,29,comedy,NO,2.0,tt10069398,7.7,13794.0,8.298,7.3
3553,ts89028,Delhi Crime,SHOW,2019,TV-MA,35,crime,IN,2.0,tt9398466,8.5,19158.0,11.392,8.2
3554,ts187070,Pup Academy,SHOW,2019,TV-Y,27,comedy,US,2.0,tt10302548,6.5,512.0,13.06,7.0
3555,ts252122,The Possessed,SHOW,2020,TV-MA,9,thriller,KR,1.0,tt12929796,5.7,931.0,0.6,10.0
3556,ts111206,Fast & Furious Spy Racers,SHOW,2019,TV-Y7,24,family,US,6.0,tt8322592,5.7,1467.0,57.899,6.946
3557,ts90995,1994,SHOW,2019,TV-MA,178,documentation,MX,1.0,tt10243640,7.6,524.0,2.626,8.7
3559,ts223192,Hospital Playlist,SHOW,2020,TV-14,93,comedy,KR,2.0,tt11769304,8.8,5099.0,27.612,8.983
3560,ts254600,The Playbook,SHOW,2020,TV-MA,34,documentation,US,1.0,tt12930602,7.4,1395.0,8.281,6.8
3562,ts226588,100 Humans: Life's Questions. Answered.,SHOW,2020,TV-14,37,documentation,US,1.0,tt11823088,5.7,4055.0,3.447,6.4
3563,ts242244,Japan Sinks: 2020,SHOW,2020,TV-MA,26,drama,JP,1.0,tt12031040,6.4,2992.0,11.82,7.3
3564,ts268608,The Ripper,SHOW,2020,TV-MA,49,crime,GB,1.0,tt13492374,7.1,9461.0,4.87,6.9
3565,ts189405,Killer Ratings,SHOW,2019,TV-MA,50,documentation,BR,1.0,tt10243692,7.6,1711.0,3.109,7.6
3567,ts254916,The Cabin with Bert Kreischer,SHOW,2020,TV-MA,27,reality,Not Available,1.0,tt13148876,6.6,1637.0,4.845,8.8
3569,ts251028,Detention,SHOW,2020,TV-MA,49,thriller,TW,1.0,tt13175760,6.3,512.0,4.759,7.9
3570,ts103213,Queen Sono,SHOW,2020,TV-MA,43,drama,ZA,2.0,tt9426290,5.9,1240.0,2.243,7.5
3572,ts268508,Alien Worlds,SHOW,2020,TV-PG,44,documentation,GB,1.0,tt13464340,6.5,3596.0,12.757,6.8
3573,ts92547,Rise of Empires: Ottoman,SHOW,2020,Not Available,45,drama,TR,2.0,tt9244578,7.9,22274.0,14.297,7.2
3574,ts88744,Losers,SHOW,2019,TV-MA,8,comedy,GB,1.0,tt2499764,7.6,1766.0,1.065,7.4
3578,ts221293,The King: Eternal Monarch,SHOW,2020,Not Available,71,drama,KR,1.0,,,,32.989,8.47
3579,ts217719,Basketball or Nothing,SHOW,2019,TV-PG,34,sport,US,1.0,tt10698408,7.4,623.0,3.315,8.3
3580,ts226602,How to Fix a Drug Scandal,SHOW,2020,TV-MA,53,documentation,US,1.0,tt11958942,7.0,3298.0,4.32,7.4
3581,ts255104,Deaf U,SHOW,2020,TV-MA,19,drama,US,1.0,tt13070478,6.4,466.0,7.534,5.8
3583,ts101060,Merry Happy Whatever,SHOW,2019,TV-PG,26,comedy,US,1.0,tt9770286,6.4,4542.0,4.855,6.6
3584,ts222367,We Are the Wave,SHOW,2019,Not Available,49,drama,DE,1.0,tt11053220,6.2,2687.0,8.768,6.0
3585,ts86365,Rilakkuma and Kaoru,SHOW,2019,TV-PG,12,animation,JP,1.0,tt9348716,8.2,1616.0,8.237,7.4
3587,ts91124,Love Alarm,SHOW,2019,TV-MA,52,drama,KR,2.0,tt9145880,6.8,5534.0,106.624,8.5
3588,ts222634,Nobody's Looking,SHOW,2019,TV-MA,26,fantasy,BR,1.0,tt11131980,7.7,2024.0,3.534,7.6
3589,ts223589,"Sex, Explained",SHOW,2020,TV-MA,22,documentation,US,1.0,tt11390530,6.9,3215.0,63.817,6.6
3591,ts317497,The Neighbor,SHOW,2019,TV-MA,29,action,ES,2.0,tt9731222,6.5,2152.0,11.332,6.5
3592,ts256783,We Are the Champions,SHOW,2020,TV-MA,32,documentation,US,1.0,tt12409154,7.1,1415.0,8.238,6.3
3597,ts222933,Who Killed Little Gregory?,SHOW,2019,Not Available,60,drama,FR,1.0,tt11269714,7.4,2952.0,3.312,7.6
3598,ts223982,Until Dawn,SHOW,2020,Not Available,21,reality,FR,1.0,tt11434862,2.4,149.0,1.727,2.8
3599,ts89876,Lunatics,SHOW,2019,TV-MA,36,comedy,US,1.0,tt8164794,6.5,3179.0,3.871,6.2
3601,ts218277,Apache: The Life of Carlos Tevez,SHOW,2019,TV-MA,47,crime,AR,1.0,tt10715172,7.2,1616.0,15.604,7.6
3602,ts315066,Vampires,SHOW,2020,TV-MA,40,scifi,FR,1.0,tt11829316,5.7,1289.0,14.702,7.5
3603,ts223659,Jamtara – Sabka Number Ayega,SHOW,2020,Not Available,27,crime,IN,1.0,tt11150912,7.2,6319.0,4.971,7.6
3604,ts219422,When the Camellia Blooms,SHOW,2019,Not Available,55,drama,KR,1.0,tt10826064,7.9,2459.0,9.96,8.4
3606,ts225102,Record of Youth,SHOW,2020,TV-14,73,romance,KR,1.0,tt12850322,7.2,2381.0,16.785,8.3
3607,ts88336,Dating Around,SHOW,2019,Not Available,27,romance,US,2.0,tt9654080,6.3,1208.0,5.019,5.5
3608,ts102933,Les de l'hoquei,SHOW,2019,TV-MA,51,drama,ES,2.0,tt9486226,6.8,437.0,7.492,7.7
3611,ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,history,US,1.0,tt8771910,7.3,11711.0,10.598,7.5
3612,ts254568,The Last Word,SHOW,2020,TV-MA,41,comedy,DE,1.0,tt10506510,7.0,961.0,4.113,6.7
3614,ts105192,The Unlisted,SHOW,2019,Not Available,24,scifi,AU,1.0,tt9184592,6.5,968.0,8.926,7.6
3616,ts272134,Transformers: War for Cybertron: Earthrise,SHOW,2020,TV-Y7,24,animation,US,1.0,,,,8.514,8.0
3617,ts219895,Tiny Pretty Things,SHOW,2020,TV-MA,56,drama,US,1.0,tt10767748,5.9,9252.0,23.608,7.692
3624,ts226468,Summertime,SHOW,2020,TV-MA,43,comedy,IT,3.0,tt11269886,6.0,2732.0,54.788,6.9
3626,ts110635,Luna Nera,SHOW,2020,TV-MA,45,thriller,IT,1.0,tt8403622,5.9,2996.0,17.252,7.7
3627,ts215718,Extracurricular,SHOW,2020,TV-MA,55,crime,KR,1.0,tt12034342,,,21.834,8.2
3628,ts87224,Always a Witch,SHOW,2019,TV-14,38,fantasy,CO,2.0,tt8001250,6.2,2474.0,18.361,7.1
3629,ts192297,Morphle,SHOW,2019,TV-Y,10,animation,GB,5.0,tt10087694,5.2,83.0,0.832,10.0
3631,ts224198,Rugal,SHOW,2020,TV-MA,60,scifi,KR,1.0,,,,10.021,7.8
3633,ts87372,Ultramarine Magmell,SHOW,2019,TV-14,24,fantasy,JP,1.0,tt9826314,6.0,627.0,10.92,7.0
3634,ts93981,Monarca,SHOW,2019,TV-MA,44,drama,MX,2.0,tt8655736,7.8,3264.0,31.761,7.6
