,person_id,id,name,character,role,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
941,1157812,ts18653,Rupa Bhimani,Chutki,ACTOR,Chhota Bheem,SHOW,2008,Not Available,22,comedy,IN,12.0,tt4570986,4.1,885.0,1.504,6.1
942,1157813,ts18653,Jigna Bhardwaj,Dholu and Bholu,ACTOR,Chhota Bheem,SHOW,2008,Not Available,22,comedy,IN,12.0,tt4570986,4.1,885.0,1.504,6.1
943,1157815,ts18653,Sabina Malik Mausam,Kalia,ACTOR,Chhota Bheem,SHOW,2008,Not Available,22,comedy,IN,12.0,tt4570986,4.1,885.0,1.504,6.1
944,304814,ts18653,Rajiv Chilaka,Not Available,DIRECTOR,Chhota Bheem,SHOW,2008,Not Available,22,comedy,IN,12.0,tt4570986,4.1,885.0,1.504,6.1
945,60416,ts4866,Ethan Juan,Ji Cun Xi,ACTOR,Fated to Love You,SHOW,2008,TV-G,67,drama,TW,1.0,tt1483930,7.4,476.0,4.692,7.2
946,116402,ts4866,Joe Chen,Chen Xin Yi,ACTOR,Fated to Love You,SHOW,2008,TV-G,67,drama,TW,1.0,tt1483930,7.4,476.0,4.692,7.2
947,367188,ts4866,Baron Chen,戴建仁Dylan,ACTOR,Fated to Love You,SHOW,2008,TV-G,67,drama,TW,1.0,tt1483930,7.4,476.0,4.692,7.2
948,194827,ts4866,Bianca Bai,石安娜ANNA,ACTOR,Fated to Love You,SHOW,2008,TV-G,67,drama,TW,1.0,tt1483930,7.4,476.0,4.692,7.2
949,128160,ts4866,Lin Mei-shiu,陈林西施,ACTOR,Fated to Love You,SHOW,2008,TV-G,67,drama,TW,1.0,tt1483930,7.4,476.0,4.692,7.2
950,2066574,ts4866,Chen Ming Zhang,Not Available,DIRECTOR,Fated to Love You,SHOW,2008,TV-G,67,drama,TW,1.0,tt1483930,7.4,476.0,4.692,7.2
953,162963,ts74928,Michaël Prazan,Not Available,DIRECTOR,Einsatzgruppen: The Nazi Death Squads,SHOW,2009,TV-14,44,european,FR,1.0,tt6953928,7.6,622.0,1.649,7.3
954,296056,ts40702,Zoe Tay,Ye Yu-Chen,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
955,17497,ts40702,Fann Wong,Fang Song-Qiao,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
956,730061,ts40702,Li Nanxing,Zhou Zhi-Da,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
957,978699,ts40702,Ping Hui Tay,Sun Jie,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
958,978697,ts40702,Constance Song,Jiang Ruo-Lin,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
959,1807646,ts40702,Jerry Yeo,Ye Ren-De,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
960,1854960,ts40702,Zhen Huan Zhang,Fang Song-Qing,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
961,410763,ts40702,Chen Shucheng,Ye Song-Nian,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
962,465097,ts40702,Benedict Goh,Ye Ren-Xiao,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
963,1514257,ts40702,Felicia Chin,Sun Min,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
964,356564,ts40702,Cynthia Koh,Chen Xiao-Bao,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
965,351823,ts40702,Elvin Ng,Ye Ren-Yi,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
966,1514250,ts40702,Meijiao Lin,Shen Su-Zhen,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
967,465879,ts40702,Terence Cao,He Chao-Qun,ACTOR,The Ultimatum,SHOW,2009,TV-14,44,family,SG,1.0,tt1682704,5.4,6.0,1.529,7.548055213358182
981,816379,ts4924,Angela Zhang,Yi Tianbian,ACTOR,At Dolphin Bay,SHOW,2003,TV-14,59,comedy,TW,1.0,tt8612066,6.9,40.0,4.171,7.548055213358182
982,192975,ts4924,Ambrose Hsu,Xu Zeya,ACTOR,At Dolphin Bay,SHOW,2003,TV-14,59,comedy,TW,1.0,tt8612066,6.9,40.0,4.171,7.548055213358182
983,304088,ts4924,Wallace Huo,Zhong Xiao Gang,ACTOR,At Dolphin Bay,SHOW,2003,TV-14,59,comedy,TW,1.0,tt8612066,6.9,40.0,4.171,7.548055213358182
984,926767,ts4924,Penny Lin,Xu Shanni,ACTOR,At Dolphin Bay,SHOW,2003,TV-14,59,comedy,TW,1.0,tt8612066,6.9,40.0,4.171,7.548055213358182
985,325866,ts4924,Jill Hsu,Chen Manqing,ACTOR,At Dolphin Bay,SHOW,2003,TV-14,59,comedy,TW,1.0,tt8612066,6.9,40.0,4.171,7.548055213358182
986,162941,ts12444,Sonia Sui,Xie An Zhen,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
987,133431,ts12444,James Wen,Wen Rui Fan,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
988,305,ts12444,Chris Wang,Lan Tian Wei,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
989,424765,ts12444,Amanda Zhu,Li Wei En,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
990,1829138,ts12444,吳怡臻,溫雨萌,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
991,1829140,ts12444,關勇,溫敬中,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
992,1829139,ts12444,Chia-Li Chou,溫母,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
993,385283,ts12444,Pan Lili,謝安真的母親,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
994,415249,ts12444,Fu Lei,莊總經理,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
995,1829141,ts12444,林采薇,琦琦,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
996,1829143,ts12444,陳怡嘉,Dora,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
997,1057139,ts12444,Edison Huang,凱文,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
998,1684725,ts12444,Cheng-Chun Chung,阿唐,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
999,432051,ts12444,Patrick Li,郝康德,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
1000,1828793,ts12444,Karen Ying-Chen Hu,溫瑞萱,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
1001,1708788,ts12444,Hsuan-yu Wen,郝壯壯,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
1002,326731,ts12444,Janel Tsai,何愛琳/何淑蓮,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
1003,1538847,ts12444,Man-Ning Hsi,藍天蔚的母親,ACTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
1004,658434,ts12444,Fu-chun Hsu,Not Available,DIRECTOR,The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1.0,tt4304720,6.8,95.0,3.995,4.8
1005,250769,ts39604,Jerry Yan,Su Yihua,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1006,83574,ts39604,Leon Dai,Qiu Qingcheng,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1007,174824,ts39604,Janine Chang,Guan Xin,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1008,32111,ts39604,Ng Man-tat,Tang Guotai,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1009,136471,ts39604,Chang Kuo-Chu,Xu Daming,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1010,627932,ts39604,Saya Chang,Liu Xinping,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1011,514110,ts39604,Chang Fu-Chien,Huang Kaiyuan,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1012,434024,ts39604,Linda Liao,Kang Wenli,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1013,104421,ts39604,Cheryl Yang,Ma Yifen,ACTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1014,176560,ts39604,Tsai Yueh-Hsun,Not Available,DIRECTOR,The Hospital,SHOW,2006,TV-14,48,drama,TW,1.0,tt2823414,7.4,46.0,5.066,2.2
1015,60424,ts1413,Ady An,Liang Mu Cheng,ACTOR,Autumn's Concerto,SHOW,2009,TV-14,58,family,TW,1.0,tt3530668,7.8,495.0,7.776,7.6
1016,100083,ts1413,Vanness Wu,Ren Guang Xi,ACTOR,Autumn's Concerto,SHOW,2009,TV-14,58,family,TW,1.0,tt3530668,7.8,495.0,7.776,7.6
1017,303,ts1413,Tiffany Hsu,He Yi Qian,ACTOR,Autumn's Concerto,SHOW,2009,TV-14,58,family,TW,1.0,tt3530668,7.8,495.0,7.776,7.6
1018,104419,ts1413,Wu Kang-ren,Hua Tuo Ye,ACTOR,Autumn's Concerto,SHOW,2009,TV-14,58,family,TW,1.0,tt3530668,7.8,495.0,7.776,7.6
1019,1091105,ts1413,Xiao Xiao Bin,Liang Xiao Le,ACTOR,Autumn's Concerto,SHOW,2009,TV-14,58,family,TW,1.0,tt3530668,7.8,495.0,7.776,7.6
1020,424765,ts1413,Amanda Zhu,Hua Chi Hsin,ACTOR,Autumn's Concerto,SHOW,2009,TV-14,58,family,TW,1.0,tt3530668,7.8,495.0,7.776,7.6
1021,133431,ts1413,James Wen,Liang Yun Zhong,ACTOR,Autumn's Concerto,SHOW,2009,TV-14,58,family,TW,1.0,tt3530668,7.8,495.0,7.776,7.6
1022,2086381,ts1413,Chen Wei-Ling,Not Available,DIRECTOR,Autumn's Concerto,SHOW,2009,TV-14,58,family,TW,1.0,tt3530668,7.8,495.0,7.776,7.6
1023,174676,ts8614,Jeanette Aw,Not Available,ACTOR,Breakout,SHOW,2010,TV-14,44,drama,SG,1.0,tt7131684,6.7,7.0,1.546,7.548055213358182
1024,192463,ts8614,Christopher Lee Ming-Shun,Not Available,ACTOR,Breakout,SHOW,2010,TV-14,44,drama,SG,1.0,tt7131684,6.7,7.0,1.546,7.548055213358182
1025,351823,ts8614,Elvin Ng,Not Available,ACTOR,Breakout,SHOW,2010,TV-14,44,drama,SG,1.0,tt7131684,6.7,7.0,1.546,7.548055213358182
1026,1284121,ts188031,Ray Contreras,Not Available,ACTOR,Pink Zone,SHOW,2007,Not Available,0,drama,MX,1.0,tt11194518,5.8,52.0,0.682,10.0
1027,1284311,ts188031,Alex Diaz,Not Available,DIRECTOR,Pink Zone,SHOW,2007,Not Available,0,drama,MX,1.0,tt11194518,5.8,52.0,0.682,10.0
1055,60417,ts23797,Vic Chou,Chen Zai Tian (Pi Zi),ACTOR,Black & White,SHOW,2009,TV-14,37,comedy,TW,3.0,tt5295012,7.6,312.0,3.208,8.9
1056,36788,ts23797,Mark Chao,Wu Ying Xiong,ACTOR,Black & White,SHOW,2009,TV-14,37,comedy,TW,3.0,tt5295012,7.6,312.0,3.208,8.9
1057,174824,ts23797,Janine Chang,Lan Xi Ying,ACTOR,Black & White,SHOW,2009,TV-14,37,comedy,TW,3.0,tt5295012,7.6,312.0,3.208,8.9
1058,162941,ts23797,Sonia Sui,Lei Mu Sha,ACTOR,Black & White,SHOW,2009,TV-14,37,comedy,TW,3.0,tt5295012,7.6,312.0,3.208,8.9
1059,159059,ts23797,Ivy Chen,Chen Lin,ACTOR,Black & White,SHOW,2009,TV-14,37,comedy,TW,3.0,tt5295012,7.6,312.0,3.208,8.9
1060,153600,ts23797,Kingone Wang,Gao Yi,ACTOR,Black & White,SHOW,2009,TV-14,37,comedy,TW,3.0,tt5295012,7.6,312.0,3.208,8.9
1061,506672,ts23797,Allen Chao,Yi Ming-Kuang,ACTOR,Black & White,SHOW,2009,TV-14,37,comedy,TW,3.0,tt5295012,7.6,312.0,3.208,8.9
1062,176560,ts23797,Tsai Yueh-Hsun,Not Available,DIRECTOR,Black & White,SHOW,2009,TV-14,37,comedy,TW,3.0,tt5295012,7.6,312.0,3.208,8.9
1063,481279,ts70843,Gino Tsai,Zhang Ming Han,ACTOR,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,drama,TW,1.0,tt1454440,6.7,136.0,1.613,5.8
1064,116402,ts70843,Joe Chen,Ye Tian-Yu,ACTOR,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,drama,TW,1.0,tt1454440,6.7,136.0,1.613,5.8
1065,358751,ts70843,Ming Dao,Shan Jun-Hao,ACTOR,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,drama,TW,1.0,tt1454440,6.7,136.0,1.613,5.8
1066,1397093,ts70843,Joyce Zhao,Fan Yun Xi,ACTOR,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,drama,TW,1.0,tt1454440,6.7,136.0,1.613,5.8
1067,1505014,ts70843,Sam Wang,Xu Zi Qian,ACTOR,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,drama,TW,1.0,tt1454440,6.7,136.0,1.613,5.8
1068,1802211,ts70843,Ming Zhang Chen,Not Available,DIRECTOR,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,drama,TW,1.0,tt1454440,6.7,136.0,1.613,5.8
1069,200136,ts70843,Chun Chieh Liu,Not Available,DIRECTOR,The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,drama,TW,1.0,tt1454440,6.7,136.0,1.613,5.8
1073,1538782,ts29581,Rui En,Hu Xiaoman,ACTOR,Unriddle,SHOW,2010,TV-14,44,thriller,SG,2.0,tt6194390,8.0,25.0,0.6,7.548055213358182
1074,154421,ts29581,Chen Liping,Lin Zhengyi,ACTOR,Unriddle,SHOW,2010,TV-14,44,thriller,SG,2.0,tt6194390,8.0,25.0,0.6,7.548055213358182
1075,1843379,ts29581,Sora Ma,Sun Mingwei,ACTOR,Unriddle,SHOW,2010,TV-14,44,thriller,SG,2.0,tt6194390,8.0,25.0,0.6,7.548055213358182
1076,1860122,ts29581,Paige Chua,Zhang Meilin (2011),ACTOR,Unriddle,SHOW,2010,TV-14,44,thriller,SG,2.0,tt6194390,8.0,25.0,0.6,7.548055213358182
1077,978621,ts29581,Adam Chen,Wu Zhiyun,ACTOR,Unriddle,SHOW,2010,TV-14,44,thriller,SG,2.0,tt6194390,8.0,25.0,0.6,7.548055213358182
1078,1843380,ts29581,Yuan Shuai,Dai Baolun,ACTOR,Unriddle,SHOW,2010,TV-14,44,thriller,SG,2.0,tt6194390,8.0,25.0,0.6,7.548055213358182
1079,649497,ts29581,Brandon Wong,Liang Zhichao,ACTOR,Unriddle,SHOW,2010,TV-14,44,thriller,SG,2.0,tt6194390,8.0,25.0,0.6,7.548055213358182
1080,1490759,ts82583,Tay Ping Hui,Shen Xiping,ACTOR,The Family Court,SHOW,2010,TV-MA,45,drama,SG,1.0,tt9184102,7.118829253907305,21310.938734886466,1.4,7.548055213358182
1081,1490757,ts82583,Eelyn Kok,Zhao Ning,ACTOR,The Family Court,SHOW,2010,TV-MA,45,drama,SG,1.0,tt9184102,7.118829253907305,21310.938734886466,1.4,7.548055213358182
1082,1490758,ts82583,Cai Peixuan,Xia Yan,ACTOR,The Family Court,SHOW,2010,TV-MA,45,drama,SG,1.0,tt9184102,7.118829253907305,21310.938734886466,1.4,7.548055213358182
1083,110447,ts82583,Qi Yuwu,Lin Leshan,ACTOR,The Family Court,SHOW,2010,TV-MA,45,drama,SG,1.0,tt9184102,7.118829253907305,21310.938734886466,1.4,7.548055213358182
1084,237042,ts82583,Chris Tong,Huang Shuya,ACTOR,The Family Court,SHOW,2010,TV-MA,45,drama,SG,1.0,tt9184102,7.118829253907305,21310.938734886466,1.4,7.548055213358182
1085,723862,ts82583,Yao Wenlong,Huang Guanying,ACTOR,The Family Court,SHOW,2010,TV-MA,45,drama,SG,1.0,tt9184102,7.118829253907305,21310.938734886466,1.4,7.548055213358182
1086,1157867,ts124246,Anamaya Verma,Not Available,ACTOR,Mighty Raju,SHOW,2010,Not Available,20,animation,IN,4.0,tt6491030,4.3,61.0,1.225,7.548055213358182
1087,1157813,ts124246,Jigna Bhardwaj,Not Available,ACTOR,Mighty Raju,SHOW,2010,Not Available,20,animation,IN,4.0,tt6491030,4.3,61.0,1.225,7.548055213358182
1088,1157862,ts124246,Rajesh Kava,Not Available,ACTOR,Mighty Raju,SHOW,2010,Not Available,20,animation,IN,4.0,tt6491030,4.3,61.0,1.225,7.548055213358182
1089,1157815,ts124246,Sabina Malik Mausam,Not Available,ACTOR,Mighty Raju,SHOW,2010,Not Available,20,animation,IN,4.0,tt6491030,4.3,61.0,1.225,7.548055213358182
1090,1157864,ts124246,Julie Tejwani,Not Available,ACTOR,Mighty Raju,SHOW,2010,Not Available,20,animation,IN,4.0,tt6491030,4.3,61.0,1.225,7.548055213358182
1091,304814,ts124246,Rajiv Chilaka,Not Available,DIRECTOR,Mighty Raju,SHOW,2010,Not Available,20,animation,IN,4.0,tt6491030,4.3,61.0,1.225,7.548055213358182
1095,2568,ts20660,William H. Macy,Frank Gallagher,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1096,25825,ts20660,Jeremy Allen White,Lip Gallagher,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1097,6722,ts20660,Cameron Monaghan,Ian Gallagher,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1098,20696,ts20660,Noel Fisher,Mickey Milkovich,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1099,81261,ts20660,Emma Kenney,Debbie Gallagher,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1100,28837,ts20660,Ethan Cutkosky,Carl Gallagher,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1101,1365392,ts20660,Christian Isaiah,Liam Gallagher,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1102,85239,ts20660,Shanola Hampton,Veronica Fisher,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1103,22317,ts20660,Steve Howey,Kevin Ball,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1104,31981,ts20660,Kate Miner,Tami Tamietti,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1105,1801831,ts20660,Paris Newton,Franny Gallagher,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1106,15112,ts20660,Scott Michael Campbell,Brad,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1107,38537,ts20660,Elise Eberle,Sandy Milkovich,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1108,21905,ts20660,Dennis Cockrum,Terry Milkovich,ACTOR,Shameless,SHOW,2011,TV-MA,54,comedy,US,11.0,tt1586680,8.6,234232.0,252.934,8.112
1109,11769,ts21095,Jason Biggs,Leonardo,ACTOR,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,drama,US,5.0,tt1877889,7.8,10809.0,48.881,8.3
1110,14964,ts21095,Rob Paulsen,Donatello,ACTOR,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,drama,US,5.0,tt1877889,7.8,10809.0,48.881,8.3
1111,2857,ts21095,Sean Astin,Raphael,ACTOR,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,drama,US,5.0,tt1877889,7.8,10809.0,48.881,8.3
1112,15488,ts21095,Greg Cipes,Michelangelo,ACTOR,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,drama,US,5.0,tt1877889,7.8,10809.0,48.881,8.3
1113,605289,ts21095,Hoon Lee,Splinter / Hamato Yoshi,ACTOR,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,drama,US,5.0,tt1877889,7.8,10809.0,48.881,8.3
1114,1114,ts21095,Mae Whitman,April O’Neil,ACTOR,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,drama,US,5.0,tt1877889,7.8,10809.0,48.881,8.3
1115,25769,ts21095,Josh Peck,Casey Jones,ACTOR,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,drama,US,5.0,tt1877889,7.8,10809.0,48.881,8.3
1116,1989,ts21095,Mark Hamill,Kavaxas,ACTOR,Teenage Mutant Ninja Turtles,SHOW,2012,TV-Y7,24,drama,US,5.0,tt1877889,7.8,10809.0,48.881,8.3
1117,7182,ts20564,Zooey Deschanel,Jessica 'Jess' Day,ACTOR,New Girl,SHOW,2011,TV-14,21,romance,US,7.0,tt1826940,7.7,219079.0,72.923,7.3
1118,9372,ts20564,Jake Johnson,Nick Miller,ACTOR,New Girl,SHOW,2011,TV-14,21,romance,US,7.0,tt1826940,7.7,219079.0,72.923,7.3
1119,38963,ts20564,Max Greenfield,Schmidt,ACTOR,New Girl,SHOW,2011,TV-14,21,romance,US,7.0,tt1826940,7.7,219079.0,72.923,7.3
1120,79925,ts20564,Lamorne Morris,Winston Bishop,ACTOR,New Girl,SHOW,2011,TV-14,21,romance,US,7.0,tt1826940,7.7,219079.0,72.923,7.3
1121,85555,ts20564,Hannah Simone,Cecilia 'Cece' Parikh,ACTOR,New Girl,SHOW,2011,TV-14,21,romance,US,7.0,tt1826940,7.7,219079.0,72.923,7.3
1122,1391,ts8175,Vanessa Redgrave,Mature Jenny,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1123,86158,ts8175,Helen George,Trixie Franklin,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1124,904206,ts8175,Leonie Elliott,Nurse Lucille Anderson,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1125,25118,ts8175,Jenny Agutter,Sister Julienne,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1126,26844,ts8175,Judy Parfitt,Sister Monica Joan,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1127,34825,ts8175,Cliff Parisi,Fred,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1128,247714,ts8175,Stephen McGann,Dr. Turner,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1129,86160,ts8175,Laura Main,Sister Bernadette,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1130,16583,ts8175,Linda Bassett,Nurse Phyllis Crane,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1131,32803,ts8175,Annabelle Apsion,Violet Buckle,ACTOR,Call the Midwife,SHOW,2012,TV-PG,55,drama,GB,11.0,tt1983079,8.5,26146.0,25.211,7.4
1132,589387,ts21580,Robert Taylor,Sheriff Walt Longmire,ACTOR,Longmire,SHOW,2012,TV-14,53,crime,US,6.0,tt1836037,8.3,35021.0,36.854,7.8
1133,29006,ts21580,Lou Diamond Phillips,Henry Standing Bear,ACTOR,Longmire,SHOW,2012,TV-14,53,crime,US,6.0,tt1836037,8.3,35021.0,36.854,7.8
1134,85959,ts21580,Cassidy Freeman,Cady Longmire,ACTOR,Longmire,SHOW,2012,TV-14,53,crime,US,6.0,tt1836037,8.3,35021.0,36.854,7.8
1135,27489,ts21580,Katee Sackhoff,Victoria 'Vic' Moretti,ACTOR,Longmire,SHOW,2012,TV-14,53,crime,US,6.0,tt1836037,8.3,35021.0,36.854,7.8
1136,85960,ts21580,Adam Bartley,Ferg,ACTOR,Longmire,SHOW,2012,TV-14,53,crime,US,6.0,tt1836037,8.3,35021.0,36.854,7.8
1137,35982,ts32835,Megumi Han,Gon Freecss (voice),ACTOR,Hunter x Hunter,SHOW,2011,TV-14,23,animation,JP,3.0,tt2098220,9.0,92162.0,178.265,8.8
1138,380,ts32835,Mariya Ise,Killua Zoldyck (voice),ACTOR,Hunter x Hunter,SHOW,2011,TV-14,23,animation,JP,3.0,tt2098220,9.0,92162.0,178.265,8.8
1139,452,ts32835,Miyuki Sawashiro,Kurapika (voice),ACTOR,Hunter x Hunter,SHOW,2011,TV-14,23,animation,JP,3.0,tt2098220,9.0,92162.0,178.265,8.8
1140,136,ts32835,Keiji Fujiwara,Leorio Paladiknight (voice),ACTOR,Hunter x Hunter,SHOW,2011,TV-14,23,animation,JP,3.0,tt2098220,9.0,92162.0,178.265,8.8
