,id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
473,tm150521,Accident,MOVIE,2009,R,89,drama,HK,tt1202514,6.6,3327.0,5.165,6.6
474,tm30289,Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,76,comedy,US,tt0806102,8.0,4000.0,5.406,6.6
475,tm141117,Chalte Chalte,MOVIE,2003,PG-13,167,drama,IN,tt0346723,6.5,15468.0,6.121,6.2
476,tm80339,Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,PG-13,90,animation,JP,tt0476680,6.6,6866.0,50.604,7.2
477,tm33729,Taxi No. 9 2 11,MOVIE,2006,Not Available,116,thriller,IN,tt0476884,7.2,9964.0,2.636,6.5
478,tm93004,Yuva,MOVIE,2004,PG,161,action,IN,tt0382383,7.3,8929.0,3.893,6.4
481,tm145243,Wake Up Sid,MOVIE,2009,Not Available,138,romance,IN,tt1324059,7.6,31167.0,5.035,7.1
482,tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,PG-13,95,comedy,JP,tt1206326,7.0,1233.0,51.441,7.1
483,tm111226,Awara Paagal Deewana,MOVIE,2002,Not Available,169,drama,IN,tt0319020,6.2,8393.0,5.941,5.5
484,tm23441,Kabhi Alvida Naa Kehna,MOVIE,2006,PG,184,drama,IN,tt0449999,6.0,19947.0,9.421,6.4
485,tm166293,The Blue Umbrella,MOVIE,2005,Not Available,90,drama,IN,tt0457802,7.3,2097.0,2.177,6.3
486,tm24576,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,PG-13,95,animation,JP,tt1071815,6.4,4050.0,58.559,7.0
487,tm92977,Ishqiya,MOVIE,2010,R,115,thriller,IN,tt1345777,7.3,10469.0,3.912,6.3
488,tm77348,Life in a Metro,MOVIE,2007,Not Available,124,romance,IN,tt0800956,7.4,12036.0,3.965,6.4
491,tm91323,I Hate Luv Storys,MOVIE,2010,PG,129,romance,IN,tt1667838,5.6,8042.0,6.801,5.9
492,tm88366,Main Hoon Na,MOVIE,2004,PG,179,comedy,IN,tt0347473,7.0,35484.0,12.629,6.9
493,tm156575,Billu,MOVIE,2009,PG,137,drama,IN,tt1230448,6.3,11884.0,7.028,6.5
494,tm164389,Paheli,MOVIE,2005,PG-13,141,romance,IN,tt0451850,6.3,13263.0,6.607,6.3
495,tm37945,Rock On!!,MOVIE,2008,Not Available,144,music,IN,tt1230165,7.7,22092.0,4.956,6.9
496,tm106625,"LSD: Love, Sex aur Dhokha",MOVIE,2010,PG-13,108,crime,IN,tt1608777,7.2,5684.0,3.126,6.1
497,tm65142,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,PG-13,89,drama,JP,tt1037116,6.9,1660.0,38.807,6.7
498,tm99450,Break Ke Baad,MOVIE,2010,Not Available,120,comedy,IN,tt1578261,5.1,4275.0,3.068,5.8
499,tm149209,Kaminey,MOVIE,2009,PG-13,135,drama,IN,tt1274295,7.4,17219.0,6.585,6.8
500,tm23977,Fuga,MOVIE,2006,Not Available,110,music,CL,tt0442236,6.2,1129.0,2.585,5.8
501,tm160596,Zozo,MOVIE,2005,Not Available,105,war,CZ,tt0448267,6.5,3225.0,1.899,6.0
502,tm129971,Luck by Chance,MOVIE,2009,Not Available,155,romance,IN,tt0886539,7.1,10272.0,4.932,6.5
503,tm56428,Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,Not Available,60,comedy,CA,tt1324027,7.8,3555.0,4.344,7.4
505,tm177687,Naruto: Legend of the Stone of Gelel,MOVIE,2005,PG-13,96,comedy,JP,tt0791188,6.4,4380.0,41.579,6.6
506,tm77863,Honeymoon Travels Pvt. Ltd.,MOVIE,2007,PG-13,118,comedy,IN,tt0808306,6.1,2648.0,5.216,5.3
507,tm80455,Manorama Six Feet Under,MOVIE,2007,R,137,thriller,IN,tt0920464,7.6,8110.0,4.553,6.5
508,tm184732,Dhobi Ghat,MOVIE,2010,Not Available,102,drama,IN,tt1433810,7.0,13167.0,7.689,6.4
509,tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,PG-13,88,comedy,JP,tt0473658,7.2,1845.0,34.264,7.7
511,tm134407,Dev.D,MOVIE,2009,PG-13,141,comedy,IN,tt1327035,7.9,30567.0,7.069,6.9
512,tm103133,Karthik Calling Karthik,MOVIE,2010,PG,135,drama,IN,tt1373156,7.1,12114.0,7.725,6.3
513,tm54147,Dostana,MOVIE,2008,PG-13,142,romance,IN,tt1185420,6.5,15063.0,8.613,6.2
516,tm101684,Romantik Komedi,MOVIE,2010,G,95,comedy,TR,tt1587263,5.3,5111.0,4.254,4.7
517,tm152724,Kurbaan,MOVIE,2009,R,161,action,IN,tt1185442,5.7,5162.0,4.865,4.7
519,tm96168,Once Upon a Time in Mumbaai,MOVIE,2010,PG-13,132,drama,IN,tt1395054,7.4,17642.0,4.465,6.6
520,tm146887,Delhi-6,MOVIE,2009,Not Available,141,comedy,IN,tt1043451,6.1,7761.0,2.951,5.8
521,tm138902,Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,PG-13,99,thriller,JP,tt0396659,7.6,2226.0,43.092,7.8
522,tm165809,Bluffmaster!,MOVIE,2005,PG,137,drama,IN,tt0476527,6.6,6370.0,4.763,5.8
523,tm31335,Golmaal Returns,MOVIE,2008,PG,135,crime,IN,tt1092005,5.1,7983.0,6.084,5.0
524,tm43179,Oye Lucky! Lucky Oye!,MOVIE,2008,Not Available,42,action,IN,tt1292703,7.7,17538.0,4.31,6.9
525,tm170169,Kaal,MOVIE,2005,Not Available,127,horror,IN,tt0415908,4.7,5370.0,5.129,4.3
526,tm84316,Shootout at Lokhandwala,MOVIE,2007,PG-13,145,action,IN,tt0811066,7.1,10213.0,5.534,6.5
527,tm112235,Kannathil Muthamittal,MOVIE,2002,Not Available,137,action,IN,tt0312859,8.4,8491.0,3.739,7.4
528,tm368679,Madness in the Desert,MOVIE,2004,Not Available,141,documentation,IN,tt0417528,8.4,379.0,1.948,7.0
530,tm148041,What's Your Raashee?,MOVIE,2009,PG-13,192,romance,IN,tt1242530,4.8,2732.0,1.912,4.9
531,tm176297,Kyaa Kool Hai Hum,MOVIE,2005,Not Available,172,comedy,IN,tt0456500,6.1,3537.0,4.797,5.0
532,tm68191,My Führer,MOVIE,2007,Not Available,89,european,DE,tt0780568,5.5,4442.0,6.795,5.6
533,tm352863,Splatter,MOVIE,2009,Not Available,29,horror,US,tt6999072,,,0.989,3.4
534,tm25029,Eternal Summer,MOVIE,2006,Not Available,96,romance,TW,tt0885520,7.0,2706.0,5.577,5.5
536,tm237621,The Figurine (Araromire),MOVIE,2009,PG-13,122,thriller,NG,tt1542960,4.4,251.0,1.525,4.2
537,tm22989,Jim Gaffigan: Beyond the Pale,MOVIE,2006,Not Available,72,comedy,US,tt0815456,7.8,3974.0,4.112,7.1
538,tm35652,Mumbai Meri Jaan,MOVIE,2008,PG-13,119,drama,IN,tt1266583,7.7,6354.0,2.955,6.9
539,tm80487,Spookley the Square Pumpkin,MOVIE,2004,G,47,animation,US,,,,1.552,4.6
540,tm44634,Kevin James: Sweat the Small Stuff,MOVIE,2001,Not Available,42,documentation,US,tt0305727,7.4,1087.0,1.596,7.4
541,tm22558,Mukhsin,MOVIE,2006,Not Available,95,comedy,MY,tt0863091,7.3,388.0,2.223,6.8
542,tm52352,This Is the Life,MOVIE,2008,Not Available,97,music,US,tt1178658,6.3,264.0,1.859,7.4
543,tm104349,The Unjust,MOVIE,2010,Not Available,119,drama,KR,tt1843120,6.6,2217.0,5.963,6.4
544,tm85243,The Trailer Park Boys Xmas Special,MOVIE,2004,Not Available,57,comedy,CA,tt0439856,8.0,3446.0,3.971,7.3
545,tm36636,C Kkompany,MOVIE,2008,Not Available,130,drama,IN,tt1170399,5.5,1136.0,1.831,5.7
546,tm226362,Bosta,MOVIE,2005,Not Available,112,war,Lebanon,tt0497335,6.4,605.0,1.623,5.0
547,tm145690,Osuofia in London,MOVIE,2003,Not Available,84,comedy,NG,,,,1.4,5.5
548,tm31564,Linewatch,MOVIE,2008,R,85,drama,US,tt1047832,5.4,2884.0,3.972,5.2
549,tm41953,Tim Minchin: So F**king Rock Live,MOVIE,2008,Not Available,127,comedy,GB,,,,2.714,6.9
550,tm98475,We Are Family,MOVIE,2010,PG,115,family,IN,tt1428459,5.6,3166.0,2.767,5.9
551,tm95434,Love in a Puff,MOVIE,2010,Not Available,104,romance,HK,tt1602479,7.1,2625.0,3.347,7.1
553,tm96595,Lakshya,MOVIE,2004,G,186,war,IN,tt0323013,7.8,23262.0,7.299,6.6
554,tm87909,Thomas & Friends: Thomas and the Jet Engine,MOVIE,2004,G,67,family,Not Available,,,,1.751,8.0
558,tm154802,Agyaat,MOVIE,2009,Not Available,98,drama,IN,tt1415252,2.9,680.0,2.599,4.1
559,tm51493,Vizontele,MOVIE,2001,Not Available,110,comedy,TR,tt0270053,8.0,36540.0,7.17,7.2
560,tm97982,Do Dooni Chaar,MOVIE,2010,PG,146,crime,IN,tt1714832,7.5,5594.0,1.559,6.4
561,tm52176,Welcome to Sajjanpur,MOVIE,2008,PG,134,comedy,IN,tt1221139,6.9,3259.0,1.823,5.6
562,tm102848,Peepli Live,MOVIE,2010,PG,104,comedy,IN,tt1447508,7.4,12309.0,3.404,7.3
563,tm114504,The Legend of Bhagat Singh,MOVIE,2002,Not Available,155,crime,IN,tt0319736,8.1,16340.0,3.79,6.9
565,tm340006,Banyuki,MOVIE,2009,Not Available,182,drama,JP,tt1735848,7.1,17.0,0.843,
566,tm154375,Main Aurr Mrs Khanna,MOVIE,2009,PG,115,comedy,IN,tt1174041,3.4,3173.0,2.81,3.9
567,tm134140,Ishq Vishk,MOVIE,2003,Not Available,145,romance,IN,tt0362771,6.1,4255.0,3.717,5.8
568,tm27484,Kismat Konnection,MOVIE,2008,G,153,romance,IN,tt1105733,5.3,5637.0,4.743,4.9
569,tm81864,Twins Mission,MOVIE,2007,Not Available,102,comedy,HK,tt0934949,5.2,695.0,5.828,5.0
570,tm241875,Frank & Cindy,MOVIE,2007,Not Available,73,music,US,tt0986354,6.9,348.0,0.943,7.0
571,tm29028,Salt of This Sea,MOVIE,2008,Not Available,109,romance,PS,tt1090680,6.8,1235.0,1.738,6.3
572,tm164591,Apaharan,MOVIE,2005,Not Available,173,action,IN,tt0451631,7.4,4773.0,3.86,6.3
573,tm130301,Gangaajal,MOVIE,2003,Not Available,157,drama,IN,tt0373856,7.8,17148.0,2.417,6.3
574,tm712151,Laugh Out Loud,MOVIE,2003,Not Available,60,comedy,ZA,tt0401575,7.0,13.0,,
576,tm91176,Ijé: The Journey,MOVIE,2010,Not Available,106,drama,NG,tt1578582,6.2,110.0,1.394,
578,tm143510,Harishchandrachi Factory,MOVIE,2009,G,96,history,IN,tt1524539,8.4,2498.0,2.115,7.0
579,tm308960,Gina Yashere: Skinny B*tch,MOVIE,2008,Not Available,57,comedy,GB,tt1722436,6.5,86.0,0.955,6.5
580,tm144835,Sergio,MOVIE,2009,Not Available,94,documentation,US,tt1333656,7.4,887.0,2.51,8.1
581,tm135795,The Kite,MOVIE,2003,Not Available,80,drama,FR,tt0377610,6.4,743.0,1.383,5.0
582,tm34924,Beast Stalker,MOVIE,2008,Not Available,110,action,HK,tt1330525,6.8,2219.0,4.046,6.7
583,tm49865,Aamir,MOVIE,2008,NC-17,96,drama,IN,tt1241195,7.6,11290.0,4.053,6.9
585,tm598375,Chhota Bheem Aur Krishna,MOVIE,2008,G,69,animation,IN,tt2827516,6.4,327.0,1.113,6.8
586,tm96052,Palermo Hollywood,MOVIE,2004,Not Available,113,drama,AR,tt0422907,5.3,203.0,2.239,5.3
587,tm62369,Connected,MOVIE,2008,Not Available,110,action,HK,tt1156506,6.6,2291.0,4.903,6.3
588,tm32915,EMI,MOVIE,2008,Not Available,128,drama,IN,tt21160742,4.4,609.0,1.507,7.0
590,tm254052,Kucch To Hai,MOVIE,2003,Not Available,142,horror,IN,tt0348662,4.3,920.0,1.84,4.2
591,tm91125,Fida,MOVIE,2004,Not Available,122,drama,IN,tt0422236,5.4,2638.0,2.932,5.2
593,tm100106,My Amnesia Girl,MOVIE,2010,Not Available,110,comedy,PH,tt1783350,6.7,432.0,2.228,6.4
595,tm85689,Krishna Cottage,MOVIE,2004,Not Available,124,horror,IN,tt0408976,5.1,1178.0,1.357,5.5
597,tm38454,Jeff Dunham's Very Special Christmas Special,MOVIE,2008,PG-13,85,comedy,US,tt1295909,7.4,3042.0,2.581,6.9
598,tm57586,Mission Istaanbul,MOVIE,2008,Not Available,125,drama,IN,tt1179781,3.4,1169.0,1.009,3.2
600,tm76029,Under the Bombs,MOVIE,2007,Not Available,98,european,FR,tt1094275,7.0,1655.0,2.151,6.4
601,tm42831,Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,2001,Not Available,149,action,IN,tt0297241,5.3,2232.0,2.593,5.4
603,tm216753,Old Thieves: The Legend of Artegio,MOVIE,2007,Not Available,97,documentation,MX,tt1020042,8.0,317.0,1.743,7.4
604,tm168751,Stray Bullet,MOVIE,2010,Not Available,76,drama,LB,tt1726871,6.3,368.0,0.958,5.3
605,tm101540,Well Done Abba,MOVIE,2010,Not Available,144,comedy,IN,tt1397492,7.2,1902.0,1.798,5.3
606,tm142153,Kisaan,MOVIE,2009,Not Available,100,drama,IN,tt1372266,5.5,305.0,1.844,6.3
607,tm92671,Once a Gangster,MOVIE,2010,Not Available,95,comedy,HK,tt1611840,5.7,500.0,3.253,6.3
608,tm88343,Perazhagan,MOVIE,2004,Not Available,148,romance,IN,tt0422934,6.4,1524.0,4.414,6.6
610,tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2009,Not Available,121,drama,IN,tt1935782,6.5,212.0,1.299,6.2
611,tm155774,Pomegranates and Myrrh,MOVIE,2009,Not Available,95,drama,PS,tt1320282,6.2,253.0,2.784,6.7
612,tm46867,Kuselan,MOVIE,2008,Not Available,160,drama,IN,tt1273218,4.8,1034.0,1.006,6.3
613,tm95507,Chance Pe Dance,MOVIE,2010,G,121,music,IN,tt1392744,4.8,2979.0,3.357,5.3
614,tm75544,Dhan Dhana Dhan Goal,MOVIE,2007,PG,167,sport,IN,tt1120897,5.0,2635.0,5.282,5.3
615,tm144263,Aagey Se Right,MOVIE,2009,G,117,crime,IN,tt1479667,5.2,411.0,1.216,5.0
616,tm21155,Falafel,MOVIE,2006,Not Available,80,drama,FR,tt0922424,6.7,217.0,1.152,5.5
617,tm85369,Hattrick,MOVIE,2007,PG,110,romance,IN,tt0979891,4.3,495.0,2.115,5.0
619,tm341561,Like Twenty Impossibles,MOVIE,2003,Not Available,16,Not Available,PS,,,,0.812,6.5
620,tm140653,Look for a Star,MOVIE,2009,Not Available,117,comedy,HK,tt1312156,5.6,719.0,2.345,5.1
621,tm311516,Koi Aap Sa,MOVIE,2005,Not Available,142,romance,IN,tt0488840,5.5,262.0,1.445,7.2
623,tm152413,Talentime,MOVIE,2009,Not Available,120,drama,MY,tt1351669,7.4,214.0,1.387,4.8
625,tm130999,Dhoondte Reh Jaaoge,MOVIE,2009,PG,135,comedy,IN,tt1391544,5.6,819.0,2.528,4.5
626,tm28024,A Very Special Love,MOVIE,2008,PG,105,comedy,PH,tt1243381,6.5,391.0,2.281,7.3
627,tm1077037,Chhota Bheem & Krishna: Pataliputra- City of the Dead,MOVIE,2010,G,65,animation,IN,tt6543110,,,,
628,tm85563,Ezra,MOVIE,2007,Not Available,105,european,GB,tt0923688,6.4,274.0,2.368,5.7
630,tm254745,Frontiers of Dreams and Fears,MOVIE,2001,Not Available,56,documentation,PS,tt0477653,8.2,55.0,0.916,
631,tm76399,A Love Story,MOVIE,2007,Not Available,117,romance,PH,tt0990433,6.4,142.0,2.011,5.2
